Name,Coach_ID,Team,Season,League,Matches,Expectation,Result,Difference
Stjepan Tomas,Stjepan Tomas-CAY-1920,Çaykur Rizespor,1920,TUR-Super Lig,1,35,35,0
Stjepan Tomas,Stjepan Tomas-CAY-2021,Çaykur Rizespor,2021,TUR-Super Lig,17,47.87845,46.77765,-1.1008
Stjepan Tomas,Stjepan Tomas-GOZ-2122,Göztepe,2122,TUR-Super Lig,6,36.9904,32.37155,-4.61885
Stuart Kettlewell,Stuart Kettlewell-ROSS-2021,Ross County FC,2021,SCO-premiership,18,38.06975,31.1119,-6.95785
Stuart McCall,Stuart McCall-BRAD-1920,Bradford City,1920,ENG-League Two,8,70.26195,54,-16.26195
Stuart McCall,Stuart McCall-BRAD-2021,Bradford City,2021,ENG-League Two,13,67.11635,52.7388,-14.37755
Stuart McCall,Stuart McCall-SCUN-1819,Scunthorpe United,1819,ENG-League One,24,63.47235,54.96605,-8.5063
Stéphane Dumont,Stéphane Dumont-GUI-2122,EA Guingamp,2122,FRA-Ligue 2,35,53.3805,58,4.6195
Stéphane Henchoz,Stéphane Henchoz-NEU-1819,Neuchâtel Xamax FCS,1819,SWI-Super League,16,29.32155,37,7.67845
Stéphane Henchoz,Stéphane Henchoz-SION-1920,FC Sion,1920,SWI-Super League,10,44.62545,44.51565,-0.1098
Stéphane Henchoz,Stéphane Henchoz-XAM-1920,Neuchâtel Xamax FCS,1920,SWI-Super League,30,36.19555,27,-9.19555
Stéphane Jobard,Stéphane Jobard-DIJ-1920,Dijon FCO,1920,FRA-Ligue 1,26,41.8658,42.079,0.2132
Stéphane Jobard,Stéphane Jobard-DIJ-2021,Dijon FCO,2021,FRA-Ligue 1,9,41.16165,31.6896,-9.47205
Stéphane Moulin,Stéphane Moulin-ANG-1819,Angers SCO,1819,FRA-Ligue 1,33,49.49425,46,-3.49425
Stéphane Moulin,Stéphane Moulin-ANG-1920,Angers SCO,1920,FRA-Ligue 1,26,50.00715,51.11815,1.111
Stéphane Moulin,Stéphane Moulin-ANG-2021,Angers SCO,2021,FRA-Ligue 1,35,51.57865,44,-7.57865
Stéphane Moulin,Stéphane Moulin-CAN-2122,SM Caen,2122,FRA-Ligue 2,35,51.07695,50,-1.07695
Svein Maalen,Svein Maalen-RAN-1819,Ranheim IL,1819,NOR-Eliteserien,10,44.36855,42,-2.36855
Svein Maalen,Svein Maalen-RAN-1920,Ranheim IL,1920,NOR-Eliteserien,34,30.3161,27,-3.3161
Sylvain Didot,Sylvain Didot-GUI-1819,EA Guingamp,1819,FRA-Ligue 1,2,36.7863,35.89945,-0.88685
Sylvain Didot,Sylvain Didot-GUI-1920,EA Guingamp,1920,FRA-Ligue 2,19,61.0092,54.92105,-6.08815
Sylvain Didot,Sylvain Didot-GUI-2021,EA Guingamp,2021,FRA-Ligue 2,2,55.7695,55.2897,-0.4798
Sylvinho,Sylvinho-LYON-1920,Olympique Lyon,1920,FRA-Ligue 1,9,67.8737,58.6858,-9.1879
Sá Pinto,Sá Pinto-BRAG-1920,Sporting Braga,1920,POR-Primeira Liga,18,55.78265,52.38085,-3.4018
Sá Pinto,Sá Pinto-GAZ-2021,Gaziantep FK,2021,TUR-Super Lig,16,65.4973,58,-7.4973
Sá Pinto,Sá Pinto-MORE-2122,Moreirense FC,2122,POR-Primeira Liga,18,35.2929,29,-6.2929
Sébastien Desabre,Sébastien Desabre-NIO-2021,Chamois Niortais,2021,FRA-Ligue 2,34,46.208,41,-5.208
Sébastien Desabre,Sébastien Desabre-NIO-2122,Chamois Niortais,2122,FRA-Ligue 2,35,40.5703,46,5.4297
Sérgio Conceição,Sérgio Conceição-POR-1819,FC Porto,1819,POR-Primeira Liga,33,77.57535,85,7.42465
Sérgio Conceição,Sérgio Conceição-POR-1920,FC Porto,1920,POR-Primeira Liga,37,78.3465,82,3.6535
Sérgio Conceição,Sérgio Conceição-POR-2021,FC Porto,2021,POR-Primeira Liga,33,74.05935,80,5.94065
Sérgio Conceição,Sérgio Conceição-POR-2122,FC Porto,2122,POR-Primeira Liga,37,74.80735,91,16.19265
Sérgio Vieira,Sérgio Vieira-SC -2021,SC Farense,2021,POR-Primeira Liga,18,38.5893,35.14215,-3.44715
Tahir Karapınar,Tahir Karapınar-FEN-1920,Fenerbahçe,1920,TUR-Super Lig,7,54.8467,53,-1.8467
Tam Courts,Tam Courts-DUN-2122,Dundee United,2122,SCO-premiership,34,46.718,48,1.282
Tamer Tuna,Tamer Tuna-ANT-1920,Antalyaspor,1920,TUR-Super Lig,18,27.5178,45,17.4822
Tamer Tuna,Tamer Tuna-ANT-2021,Antalyaspor,2021,TUR-Super Lig,7,50.98815,50.25885,-0.7293
Tamer Tuna,Tamer Tuna-GOZ-1819,Göztepe,1819,TUR-Super Lig,12,38.90605,38,-0.90605
Tamer Tuna,Tamer Tuna-GOZ-1920,Göztepe,1920,TUR-Super Lig,10,44.04065,38.7583,-5.28235
Tamer Tuna,Tamer Tuna-SIV-1819,Sivasspor,1819,TUR-Super Lig,6,34.4395,35.594,1.1545
Tayfun Korkut,Tayfun Korkut-HER-2122,Hertha BSC,2122,GER-Bundesliga,11,37.13025,31.6864,-5.44385
Tayfun Korkut,Tayfun Korkut-STU-1819,VfB Stuttgart,1819,GER-Bundesliga,3,41.8384,40.0574,-1.781
Tayfur Havutçu,Tayfur Havutçu-KAS-1920,Kasımpaşa SK,1920,TUR-Super Lig,5,36.44895,35.2577,-1.19125
Terry McPhillips,Terry McPhillips-BLK-1819,Blackpool FC,1819,ENG-League One,34,68.1695,62,-6.1695
Thiago Motta,Thiago Motta-GEN-1920,Genoa CFC,1920,ITA-Serie A,9,39.19095,34.36365,-4.8273
Thiago Motta,Thiago Motta-SPEZ-2122,Spezia Calcio,2122,ITA-Serie A,34,41.03335,36,-5.03335
Thierry Henry,Thierry Henry-MON-1819,AS Monaco,1819,FRA-Ligue 1,12,46.3601,35.18435,-11.17575
Thierry Laurey,Thierry Laurey-PAR-2122,Paris FC,2122,FRA-Ligue 2,35,65.0031,70,4.9969
Thierry Laurey,Thierry Laurey-STRA-1819,RC Strasbourg,1819,FRA-Ligue 1,33,46.23495,49,2.76505
Thierry Laurey,Thierry Laurey-STRA-1920,RC Strasbourg,1920,FRA-Ligue 1,26,47.8994,53.01905,5.11965
Thierry Laurey,Thierry Laurey-STRA-2021,RC Strasbourg,2021,FRA-Ligue 1,35,46.68455,42,-4.68455
Thomas Doll,Thomas Doll-HAN-1819,Hannover 96,1819,GER-Bundesliga,16,25.8412,21,-4.8412
Thomas Frank,Thomas Frank-BRN-1819,Brentford FC,1819,ENG-Championship,29,67.10195,64,-3.10195
Thomas Frank,Thomas Frank-BRN-1920,Brentford FC,1920,ENG-Championship,37,68.2521,81,12.7479
Thomas Frank,Thomas Frank-BRN-2021,Brentford FC,2021,ENG-Championship,35,79.6038,87,7.3962
Thomas Frank,Thomas Frank-BRN-2122,Brentford FC,2122,ENG-Premier League,38,38.12855,46,7.87145
Thomas Grumser,Thomas Grumser-FC -1819,FC Wacker Innsbruck,1819,AUS-Bundesliga,12,18.67755,20,1.32245
Thomas Hickersberger,Thomas Hickersberger-VIE-2122,Rapid Wien,2122,AUS-Bundesliga,1,28.5543,28.5543,0
Thomas Häberli,Thomas Häberli-FCL-1819,FC Luzern,1819,SWI-Super League,13,41.2568,46,4.7432
Thomas Häberli,Thomas Häberli-FCL-1920,FC Luzern,1920,SWI-Super League,15,49.3227,39.57875,-9.74395
Thomas Hösele,Thomas Hösele-SSG-1920,Sturm Graz,1920,AUS-Bundesliga,3,20.6596,19,-1.6596
Thomas Lagerlöf,Thomas Lagerlöf-DJU-1819,Djurgårdens IF,1819,SWE-Allvenskan,2,48,48,0
Thomas Lagerlöf,Thomas Lagerlöf-DJU-1920,Djurgårdens IF,1920,SWE-Allvenskan,34,45.85335,66,20.14665
Thomas Lagerlöf,Thomas Lagerlöf-DJU-2021,Djurgårdens IF,2021,SWE-Allvenskan,25,57.3779,48,-9.3779
Thomas Lagerlöf,Thomas Lagerlöf-DJU-2122,Djurgårdens IF,2122,SWE-Allvenskan,27,53.4341,57,3.5659
Thomas Letsch,Thomas Letsch-VIE-1819,Austria Wien,1819,AUS-Bundesliga,16,30.92585,26.86145,-4.0644
Thomas Letsch,Thomas Letsch-VIT-2021,Vitesse,2021,NED-Eredivisie,33,48.18695,61,12.81305
Thomas Letsch,Thomas Letsch-VIT-2122,Vitesse,2122,NED-Eredivisie,35,48.38645,51,2.61355
Thomas Reis,Thomas Reis-BOC-1920,VfL Bochum,1920,GER-Bundesliga 2,28,40.29115,46,5.70885
Thomas Reis,Thomas Reis-BOC-2021,VfL Bochum,2021,GER-Bundesliga 2,33,44.545,67,22.455
Thomas Reis,Thomas Reis-BOC-2122,VfL Bochum,2122,GER-Bundesliga,35,34.57125,42,7.42875
Thomas Schaaf,Thomas Schaaf-BRE-2021,Werder Bremen,2021,GER-Bundesliga,2,32.32175,31,-1.32175
Thomas Thomasberg,Thomas Thomasberg-RAN-1819,Randers FC,1819,DEN-Superligaen,16,39.121,44.1977,5.0767
Thomas Thomasberg,Thomas Thomasberg-RAN-1920,Randers FC,1920,DEN-Superligaen,23,43.94195,45.9593,2.01735
Thomas Thomasberg,Thomas Thomasberg-RAN-2021,Randers FC,2021,DEN-Superligaen,31,33.3273,40,6.6727
Thomas Thomasberg,Thomas Thomasberg-RAN-2122,Randers FC,2122,DEN-Superligaen,28,45.06585,43,-2.06585
Thomas Tuchel,Thomas Tuchel-CHA-2021,Chelsea FC,2021,FRA-Ligue 2,16,39.1526,38,-1.1526
Thomas Tuchel,Thomas Tuchel-CHE-2021,Chelsea FC,2021,ENG-Premier League,18,62.02085,67,4.97915
Thomas Tuchel,Thomas Tuchel-CHE-2122,Chelsea FC,2122,ENG-Premier League,38,72.6366,74,1.3634
Thomas Tuchel,Thomas Tuchel-PSG-1819,Paris Saint-Germain,1819,FRA-Ligue 1,33,91.08735,91,-0.08735
Thomas Tuchel,Thomas Tuchel-PSG-1920,Paris Saint-Germain,1920,FRA-Ligue 1,26,89.91975,94.8427,4.92295
Thomas Tuchel,Thomas Tuchel-PSG-2021,Paris Saint-Germain,2021,FRA-Ligue 1,15,94.57355,82.9104,-11.66315
Thorsten Fink,Thorsten Fink-GCZ-1819,Grasshopper Club Zürich,1819,SWI-Super League,17,40.38105,28.6371,-11.74395
Tiago,Tiago-GUI-2021,Vitória Guimarães,2021,POR-Primeira Liga,4,52.154,49.883,-2.271
Tiago Fernandes,Tiago Fernandes-GDC-1819,GD Chaves,1819,POR-Primeira Liga,13,35.0114,32.3952,-2.6162
Tiago Fernandes,Tiago Fernandes-SCP-1819,Sporting CP,1819,POR-Primeira Liga,2,67.6882,68.302,0.6138
Tiago Sousa,Tiago Sousa-SCL-2122,CD Santa Clara,2122,POR-Primeira Liga,3,34.9874,33.44345,-1.54395
Tim Walter,Tim Walter-HOL-1819,Holstein Kiel,1819,GER-Bundesliga 2,28,48.1844,49,0.8156
Tim Walter,Tim Walter-HSV-2122,Hamburger SV,2122,GER-Bundesliga 2,33,57.33815,60,2.66185
Tim Walter,Tim Walter-STU-1920,VfB Stuttgart,1920,GER-Bundesliga 2,17,64.94025,60.82995,-4.1103
Timmy Simons,Timmy Simons-ZUL-2122,SV Zulte Waregem,2122,BEL-First Division,13,35.8624,33.07515,-2.78725
Timo Schultz,Timo Schultz-STP-2021,FC St. Pauli,2021,GER-Bundesliga 2,33,39.73265,47,7.26735
Timo Schultz,Timo Schultz-STP-2122,FC St. Pauli,2122,GER-Bundesliga 2,33,45.527,57,11.473
Tom Nordlie,Tom Nordlie-LIL-1920,Lillestrøm SK,1920,NOR-Eliteserien,1,30,30,0
Tomas Oral,Tomas Oral-ING-1819,FC Ingolstadt 04,1819,GER-Bundesliga 2,7,29.70365,35,5.29635
Tommy Stipić,Tommy Stipić-GCZ-1819,Grasshopper Club Zürich,1819,SWI-Super League,3,28.0766,28.2594,0.1828
Tommy Widdrington,Tommy Widdrington-BRI-2021,Bristol Rovers,2021,ENG-League One,2,49.61165,47.20335,-2.4083
Tommy Wright,Tommy Wright-CAR-1819,Carlisle United,1819,ENG-League Two,1,79.8999,79.8999,0
Tommy Wright,Tommy Wright-KILM-2021,Kilmarnock FC,2021,SCO-premiership,11,35.9656,30,-5.9656
Tommy Wright,Tommy Wright-STJO-1819,St. Johnstone FC,1819,SCO-premiership,29,45.03105,52,6.96895
Tommy Wright,Tommy Wright-STJO-1920,St. Johnstone FC,1920,SCO-premiership,27,40.02505,44.94345,4.9184
Tommy Wright,Tommy Wright-SWI-2021,Swindon Town,2021,ENG-League One,6,43.2722,43,-0.2722
Tony Gustavsson,Tony Gustavsson-GIF-1920,GIF Sundsvall,1920,SWE-Allvenskan,9,20.69335,20,-0.69335
Tony Mowbray,Tony Mowbray-BLK-1819,Blackburn Rovers,1819,ENG-Championship,33,55.4744,60,4.5256
Tony Mowbray,Tony Mowbray-BLK-1920,Blackburn Rovers,1920,ENG-Championship,37,57.55945,63,5.44055
Tony Mowbray,Tony Mowbray-BLK-2021,Blackburn Rovers,2021,ENG-Championship,35,61.13315,57,-4.13315
Tony Mowbray,Tony Mowbray-BLK-2122,Blackburn Rovers,2122,ENG-Championship,37,70.55015,69,-1.55015
Tony Pulis,Tony Pulis-MID-1819,Middlesbrough FC,1819,ENG-Championship,33,79.6171,73,-6.6171
Tony Pulis,Tony Pulis-SHW-2021,Sheffield Wednesday,2021,ENG-Championship,5,40.4341,38.8347,-1.5994
Torrecilla,Torrecilla-GRN-2122,Granada CF,2122,ESP-La Liga,5,36.86225,36.12925,-0.733
Torsten Lieberknecht,Torsten Lieberknecht-DRM-2122,SV Darmstadt 98,2122,GER-Bundesliga 2,33,42.37405,60,17.62595
Torsten Lieberknecht,Torsten Lieberknecht-DUI-1819,MSV Duisburg,1819,GER-Bundesliga 2,27,33.0368,28,-5.0368
Trond Henriksen,Trond Henriksen-RBK-2021,Rosenborg BK,2021,NOR-Eliteserien,10,54.3928,55.4446,1.0518
Trond Sollied,Trond Sollied-KSC-1819,Sporting Lokeren,1819,BEL-First Division,8,26.7072,23.08165,-3.62555
Uli Forte,Uli Forte-GCZ-1819,Grasshopper Club Zürich,1819,SWI-Super League,8,28.17195,26.0239,-2.14805
Unai Emery,Unai Emery-ARS-1819,Arsenal FC,1819,ENG-Premier League,34,67.3429,70,2.6571
Unai Emery,Unai Emery-ARS-1920,Arsenal FC,1920,ENG-Premier League,15,60.28605,53.3068,-6.97925
Unai Emery,Unai Emery-VLR-1920,Villarreal CF,1920,ESP-La Liga,2,60,60,0
Unai Emery,Unai Emery-VLR-2021,Villarreal CF,2021,ESP-La Liga,35,56.92215,58,1.07785
Unai Emery,Unai Emery-VLR-2122,Villarreal CF,2122,ESP-La Liga,37,59.66095,59,-0.66095
Unzué,Unzué-GIR-1920,Girona FC,1920,ESP-La Liga 2,11,82.1471,69.38275,-12.76435
Urs Fischer,Urs Fischer-FCU-1819,1. FC Union Berlin,1819,GER-Bundesliga 2,28,53.4728,57,3.5272
Urs Fischer,Urs Fischer-FCU-1920,1. FC Union Berlin,1920,GER-Bundesliga,36,33.0142,41,7.9858
Urs Fischer,Urs Fischer-FCU-2021,1. FC Union Berlin,2021,GER-Bundesliga,33,36.6926,50,13.3074
Urs Fischer,Urs Fischer-FCU-2122,1. FC Union Berlin,2122,GER-Bundesliga,35,42.39645,57,14.60355
Uwe Koschinat,Uwe Koschinat-SVS-1819,SV Sandhausen,1819,GER-Bundesliga 2,25,38.9227,38,-0.9227
Uwe Koschinat,Uwe Koschinat-SVS-1920,SV Sandhausen,1920,GER-Bundesliga 2,32,41.2852,43,1.7148
Uwe Koschinat,Uwe Koschinat-SVS-2021,SV Sandhausen,2021,GER-Bundesliga 2,9,47.87895,41.28965,-6.5893
Uwe Neuhaus,Uwe Neuhaus-DSC-1819,Arminia Bielefeld,1819,GER-Bundesliga 2,19,39.6751,49,9.3249
Uwe Neuhaus,Uwe Neuhaus-DSC-1920,Arminia Bielefeld,1920,GER-Bundesliga 2,32,46.5818,68,21.4182
Uwe Neuhaus,Uwe Neuhaus-DSC-2021,Arminia Bielefeld,2021,GER-Bundesliga,22,33.86595,30.3601,-3.50585
Uwe Rösler,Uwe Rösler-AGF-2122,Aarhus GF,2122,DEN-Superligaen,1,30,30,0
Uwe Rösler,Uwe Rösler-F95-1920,Fortuna Düsseldorf,1920,GER-Bundesliga,17,29.16075,30,0.83925
Uwe Rösler,Uwe Rösler-F95-2021,Fortuna Düsseldorf,2021,GER-Bundesliga 2,33,63.03295,56,-7.03295
Uwe Rösler,Uwe Rösler-MAL-1819,Malmö FF,1819,SWE-Allvenskan,11,56.13915,58,1.86085
Uwe Rösler,Uwe Rösler-MAL-1920,Malmö FF,1920,SWE-Allvenskan,32,61.9994,65,3.0006
Uğur Kulaksız,Uğur Kulaksız-KAY-2021,Kayserispor,2021,TUR-Super Lig,3,42.1767,44.3327,2.156
Vadim Evseev,Vadim Evseev-UFA-1819,FK Ufa,1819,RUS-Premier League,9,28.1799,26,-2.1799
Vadim Evseev,Vadim Evseev-UFA-1920,FK Ufa,1920,RUS-Premier League,26,33.5969,38,4.4031
Vadim Evseev,Vadim Evseev-UFA-2021,FK Ufa,2021,RUS-Premier League,8,37.66355,26.10845,-11.5551
Vahid Halilhodžić,Vahid Halilhodžić-NAN-1819,FC Nantes,1819,FRA-Ligue 1,31,43.51165,48,4.48835
Valerio Bertotto,Valerio Bertotto-ASC-2021,Ascoli Calcio,2021,ITA-Serie B,9,44.21655,37.78935,-6.4272
Valeriy Karpin,Valeriy Karpin-ROS-1819,FK Rostov,1819,RUS-Premier League,27,45.5094,41,-4.5094
Valeriy Karpin,Valeriy Karpin-ROS-1920,FK Rostov,1920,RUS-Premier League,26,41.6278,45,3.3722
Valeriy Karpin,Valeriy Karpin-ROS-2021,FK Rostov,2021,RUS-Premier League,29,40.0151,42.03735,2.02225
Valeriy Karpin,Valeriy Karpin-ROS-2122,FK Rostov,2122,RUS-Premier League,10,34.7261,38,3.2739
Valverde,Valverde-BAR-1819,FC Barcelona,1819,ESP-La Liga,32,88.85655,87,-1.85655
Valverde,Valverde-BAR-1920,FC Barcelona,1920,ESP-La Liga,18,84.4608,80.742,-3.7188
Valérien Ismaël,Valérien Ismaël-BAR-2021,Barnsley FC,2021,ENG-Championship,29,56.19315,78,21.80685
Valérien Ismaël,Valérien Ismaël-BES-2122,Beşiktaş,2122,TUR-Super Lig,8,57.8139,59,1.1861
Valérien Ismaël,Valérien Ismaël-LASK-1920,LASK,1920,AUS-Bundesliga,27,37.64435,31,-6.64435
Valérien Ismaël,Valérien Ismaël-WBA-2122,West Bromwich Albion,2122,ENG-Championship,24,72.61815,70.8807,-1.73745
Vasco Seabra,Vasco Seabra-BOA-2021,Boavista,2021,POR-Primeira Liga,10,38.30425,37.6094,-0.69485
Vasco Seabra,Vasco Seabra-MARI-2122,CS Marítimo,2122,POR-Primeira Liga,25,29.39315,38,8.60685
Vegard Hansen,Vegard Hansen-MJO-1920,Mjøndalen IF,1920,NOR-Eliteserien,34,29.15475,30,0.84525
Vegard Hansen,Vegard Hansen-MJO-2021,Mjøndalen IF,2021,NOR-Eliteserien,35,32.57305,27,-5.57305
Vegard Hansen,Vegard Hansen-MJO-2122,Mjøndalen IF,2122,NOR-Eliteserien,30,28.9766,22,-6.9766
Veljko Paunović,Veljko Paunović-REA-2021,Reading FC,2021,ENG-Championship,35,56.99515,70,13.00485
Veljko Paunović,Veljko Paunović-REA-2122,Reading FC,2122,ENG-Championship,26,60.9433,37.75895,-23.18435
Viktor Goncharenko,Viktor Goncharenko-CSKA-1819,CSKA Moskva,1819,RUS-Premier League,27,57.2374,51,-6.2374
Viktor Goncharenko,Viktor Goncharenko-CSKA-1920,CSKA Moskva,1920,RUS-Premier League,26,56.506,50,-6.506
Viktor Goncharenko,Viktor Goncharenko-CSKA-2021,CSKA Moskva,2021,RUS-Premier League,22,55.9747,52.2445,-3.7302
Viktor Goncharenko,Viktor Goncharenko-KRA-2021,FK Krasnodar,2021,RUS-Premier League,7,40.40585,39.7806,-0.62525
Viktor Goncharenko,Viktor Goncharenko-KRA-2122,FK Krasnodar,2122,RUS-Premier League,16,48.298,48.9182,0.6202
Vincent Hognon,Vincent Hognon-GRE-2122,Grenoble Foot 38,2122,FRA-Ligue 2,18,44.2893,44,-0.2893
Vincent Hognon,Vincent Hognon-MTZ-1920,FC Metz,1920,FRA-Ligue 1,26,43.19805,44.4455,1.24745
Vincent Hognon,Vincent Hognon-MTZ-2021,FC Metz,2021,FRA-Ligue 1,6,42.2997,46.34,4.0403
Vincent Kompany,Vincent Kompany-RSCA-2021,RSC Anderlecht,2021,BEL-First Division,30,60.97185,56.73315,-4.2387
Vincent Kompany,Vincent Kompany-RSCA-2122,RSC Anderlecht,2122,BEL-First Division,29,56.76585,62.98615,6.2203
Vincenzo Italiano,Vincenzo Italiano-FIO-2122,ACF Fiorentina,2122,ITA-Serie A,34,47.5495,62,14.4505
Vincenzo Italiano,Vincenzo Italiano-SPEZ-1819,Spezia Calcio,1819,ITA-Serie B,2,51,51,0
Vincenzo Italiano,Vincenzo Italiano-SPEZ-1920,Spezia Calcio,1920,ITA-Serie B,35,54.7712,61,6.2288
Vincenzo Italiano,Vincenzo Italiano-SPEZ-2021,Spezia Calcio,2021,ITA-Serie A,34,36.7578,39,2.2422
Vincenzo Montella,Vincenzo Montella-ADA-2122,Adana Demirspor,2122,TUR-Super Lig,32,36.76685,55,18.23315
Vincenzo Montella,Vincenzo Montella-FIO-1819,ACF Fiorentina,1819,ITA-Serie A,8,49.2566,41,-8.2566
Vincenzo Montella,Vincenzo Montella-FIO-1920,ACF Fiorentina,1920,ITA-Serie A,15,51.81825,48.3009,-3.51735
Vincenzo Vivarini,Vincenzo Vivarini-ASC-1819,Ascoli Calcio,1819,ITA-Serie B,34,42.39985,43,0.60015
Vincenzo Vivarini,Vincenzo Vivarini-VIR-2021,Virtus Entella,2021,ITA-Serie B,18,38.1098,27.9835,-10.1263
Vitaliy Kafanov,Vitaliy Kafanov-ROS-2122,FK Rostov,2122,RUS-Premier League,9,36.39595,32.9016,-3.49435
Vladimir Fedotov,Vladimir Fedotov-OREN-1819,FK Orenburg,1819,RUS-Premier League,27,37.88215,43,5.11785
Vladimir Fedotov,Vladimir Fedotov-OREN-1920,FK Orenburg,1920,RUS-Premier League,15,33.0948,34.64305,1.54825
Vladimir Fedotov,Vladimir Fedotov-SCH-1920,FK Sochi,1920,RUS-Premier League,11,28.4571,35.65045,7.19335
Vladimir Fedotov,Vladimir Fedotov-SCH-2021,FK Sochi,2021,RUS-Premier League,29,39.9077,53,13.0923
Vladimir Fedotov,Vladimir Fedotov-SCH-2122,FK Sochi,2122,RUS-Premier League,29,44.6376,56,11.3624
Vladimir Ivić,Vladimir Ivić-WAT-1920,Watford FC,1920,ENG-Premier League,2,34,34,0
Vladimir Ivić,Vladimir Ivić-WAT-2021,Watford FC,2021,ENG-Championship,14,85.4541,76.5886,-8.8655
Vladimir Petković,Vladimir Petković-BOR-2122,Girondins Bordeaux,2122,FRA-Ligue 1,22,40.05085,34.82445,-5.2264
Volkan Demirel,Volkan Demirel-FAI-2122,Fatih Karagümrük SK,2122,TUR-Super Lig,20,52.65895,57,4.34105
Voro,Voro-VAL-1920,Valencia CF,1920,ESP-La Liga,4,52.4039,53,0.5961
Voro,Voro-VAL-2021,Valencia CF,2021,ESP-La Liga,4,40.89835,43,2.10165
Víctor,Víctor-MGA-1819,Málaga CF,1819,ESP-La Liga 2,10,70.19495,74,3.80505
Víctor,Víctor-MGA-1920,Málaga CF,1920,ESP-La Liga 2,21,67.35725,52.29375,-15.0635
Víctor Fernández,Víctor Fernández-ZAR-1819,Real Zaragoza,1819,ESP-La Liga 2,26,46.7303,51,4.2697
Víctor Fernández,Víctor Fernández-ZAR-1920,Real Zaragoza,1920,ESP-La Liga 2,39,58.28265,65,6.71735
Vítor Campelos,Vítor Campelos-MORE-1920,Moreirense FC,1920,POR-Primeira Liga,18,41.59145,39.51095,-2.0805
Vítor Gazimba,Vítor Gazimba-ORE-2122,Örebro SK,2122,SWE-Allvenskan,13,28.77865,23.1839,-5.59475
Vítor Oliveira,Vítor Oliveira-GIL-1920,Gil Vicente,1920,POR-Primeira Liga,37,38.62375,43,4.37625
Vítor Pereira,Vítor Pereira-FEN-2122,Fenerbahçe,2122,TUR-Super Lig,16,71.84275,66.8153,-5.02745
Wally Downes,Wally Downes-WIM-1819,AFC Wimbledon,1819,ENG-League One,25,37.5324,50,12.4676
Wally Downes,Wally Downes-WIM-1920,AFC Wimbledon,1920,ENG-League One,11,49.3451,43.7904,-5.5547
Walter Mazzarri,Walter Mazzarri-CAG-2122,Cagliari Calcio,2122,ITA-Serie A,28,42.7012,31.4638,-11.2374
Walter Mazzarri,Walter Mazzarri-TOR-1819,Torino FC,1819,ITA-Serie A,32,51.44095,63,11.55905
Walter Mazzarri,Walter Mazzarri-TOR-1920,Torino FC,1920,ITA-Serie A,20,49.4414,45.91185,-3.52955
Walter Zenga,Walter Zenga-CAG-1920,Cagliari Calcio,1920,ITA-Serie A,8,46.4363,45.9741,-0.4622
Walter Zenga,Walter Zenga-VEN-1819,Venezia FC,1819,ITA-Serie B,18,44.51315,38.9749,-5.53825
Wayne Brown,Wayne Brown-COL-2021,Colchester United,2021,ENG-League Two,6,53.4633,47.16945,-6.29385
Wayne Brown,Wayne Brown-COL-2122,Colchester United,2122,ENG-League Two,19,52.3364,55,2.6636
Wayne Hatswell,Wayne Hatswell-NEW-2122,Newport County,2122,ENG-League Two,3,63.8708,62.3178,-1.553
Wayne Rooney,Wayne Rooney-DER-2021,Derby County,2021,ENG-Championship,25,44.00985,44,-0.00985
Werner Grabherr,Werner Grabherr-SCR-1819,SCR Altach,1819,AUS-Bundesliga,15,22.46265,22.91,0.44735
William Still,William Still-KFCO-2021,K Beerschot VA,2021,BEL-First Division,12,44.1281,48.0597,3.9316
Wim De Decker,Wim De Decker-GENT-2021,KAA Gent,2021,BEL-First Division,9,55.1582,47.00855,-8.14965
Wolfgang Luisser,Wolfgang Luisser-SCR-1819,SCR Altach,1819,AUS-Bundesliga,1,24.7203,24.7203,0
Wouter Vrancken,Wouter Vrancken-KVM-1920,KV Mechelen,1920,BEL-First Division,27,39.03655,44.81565,5.7791
Wouter Vrancken,Wouter Vrancken-KVM-2021,KV Mechelen,2021,BEL-First Division,30,43.7093,46.33755,2.62825
Wouter Vrancken,Wouter Vrancken-KVM-2122,KV Mechelen,2122,BEL-First Division,29,45.5261,54.24905,8.72295
Xabi Alonso,Xabi Alonso-RSO2-2122,Real Sociedad B,2122,ESP-La Liga 2,45,53.6368,40,-13.6368
Xavi,Xavi-BAR-2122,FC Barcelona,2122,ESP-La Liga,25,65.1033,73,7.8967
Xisco Muñoz,Xisco Muñoz-HUE-2122,SD Huesca,2122,ESP-La Liga 2,33,54.68665,54,-0.68665
Xisco Muñoz,Xisco Muñoz-WAT-2021,Watford FC,2021,ENG-Championship,21,78.22925,91,12.77075
Xisco Muñoz,Xisco Muñoz-WAT-2122,Watford FC,2122,ENG-Premier League,7,36.0599,35.80645,-0.25345
Yalçın Koşukavak,Yalçın Koşukavak-DZL-2021,Denizlispor,2021,TUR-Super Lig,6,41.4236,32.4015,-9.0221
Yalçın Koşukavak,Yalçın Koşukavak-KAY-2021,Kayserispor,2021,TUR-Super Lig,4,42.2075,41,-1.2075
Yalçın Koşukavak,Yalçın Koşukavak-KAY-2122,Kayserispor,2122,TUR-Super Lig,2,42.36435,38.69685,-3.6675
Yannick Ferrera,Yannick Ferrera-WAA-1819,SK Beveren,1819,BEL-First Division,6,29.22425,30.9441,1.71985
